Movie Title,World Wide,Deomestic,Foreign
The Draughtsman's Contract,"$2,283,233","$2,256,246","$26,987"
The Night of the Shooting Stars,"$2,251,121","$2,251,121",-
Videodrome,"$2,121,937","$2,120,439","$1,498"
Friday the 13th: Part 3 1983 Re-release,"$2,108,548","$2,108,548",-
Screwballs,"$2,082,215","$2,082,215",-
Testament,"$2,044,892","$2,044,892",-
Pieces,"$2,032,311","$2,032,311",-
Savage Islands,"$1,963,756","$1,963,756",-
Baby It's You,"$1,867,792","$1,867,792",-
Heat and Dust,"$1,741,435","$1,741,435",-
Koyaanisqatsi,"$1,724,041","$1,723,872",-
Stryker,"$1,723,487","$1,723,487",-
Get Crazy,"$1,645,711","$1,645,711",-
Lianna,"$1,530,839","$1,530,839",-
Strange Invaders,"$1,362,303","$1,362,303",-
Losin' It,"$1,246,141","$1,246,141",-
The Lonely Lady,"$1,223,200","$1,223,200",-
Possession,"$1,115,028","$1,113,538",-
"Say Amen, Somebody","$1,108,299","$1,108,299",-
Of Unknown Origin,"$1,080,470","$1,080,470",-
Getting It On,"$975,414","$975,414",-
Rocky III 1983 Re-release,"$902,228","$902,228",-
American Playhouse: The Ballad of Gregorio Cortez,"$804,963","$804,963",-
Lonely Hearts,"$777,087","$777,087",-
Fire and Ice,"$760,883","$760,883",-
The Pirates of Penzance,"$694,497","$694,497",-
Daniel,"$687,475","$687,475",-
Poltergeist 1983 Re-release,"$536,108","$536,108",-
Streamers,"$378,452","$378,452",-
Britannia Hospital,"$375,713","$375,713",-
Boarding School,"$306,061","$306,061",-
Heart Like a Wheel,"$272,278","$272,278",-
Puberty Blues,"$237,000","$237,000",-
The Girl with the Red Hair,"$39,001","$39,001",-
Rock & Rule,"$30,379","$30,379",-
In the White City,"$2,540",-,"$2,540"
E.T. the Extra-Terrestrial,"$359,198,112","$359,197,037",-
Tootsie,"$177,200,000","$177,200,000",-
An Officer and a Gentleman,"$129,795,554","$129,795,554",-
Rocky III,"$124,146,897","$124,146,897",-
Porky's,"$105,492,483","$105,492,483",-
Star Trek II: The Wrath of Khan,"$78,912,963","$78,912,963",-
48 Hrs.,"$78,868,508","$78,868,508",-
Poltergeist,"$76,606,280","$76,606,280",-
The Best Little Whorehouse in Texas,"$69,701,637","$69,701,637",-
Annie,"$57,059,003","$57,059,003",-
The Verdict,"$53,977,250","$53,977,250",-
Gandhi,"$52,767,889","$52,767,889",-
First Blood,"$47,212,904","$47,212,904",-
The Toy,"$47,118,057","$47,118,057",-
Firefox,"$46,708,276","$46,708,276",-
The Dark Crystal,"$40,577,001","$40,577,001",-
Conan the Barbarian,"$39,565,475","$39,565,475",-
The Sword and the Sorcerer,"$39,103,425","$39,103,425",-
Best Friends,"$36,821,203","$36,821,203",-
Richard Pryor: Live on the Sunset Strip,"$36,299,720","$36,299,720",-
Friday the 13th: Part 3,"$34,583,256","$34,581,519",-
Tron,"$33,000,787","$33,000,000",-
Young Doctors in Love,"$30,688,860","$30,688,860",-
Sophie's Choice,"$30,036,166","$30,036,000",$166
The World According to Garp,"$29,712,172","$29,712,172",-
Victor/Victoria,"$28,215,453","$28,215,453",-
Blade Runner,"$27,593,455","$27,580,111",-
Airplane II: The Sequel,"$27,150,534","$27,150,534",-
Fast Times at Ridgemont High,"$27,092,880","$27,092,880",-
Some Kind of Hero,"$23,671,186","$23,671,186",-
Mad Max 2: The Road Warrior,"$23,667,907","$23,667,907",-
Bambi 1982 Re-release,"$23,000,000","$23,000,000",-
Pink Floyd: The Wall,"$22,244,207","$22,244,207",-
Raiders of the Lost Ark 1982 Re-release,"$21,437,879","$21,437,879",-
Things Are Tough All Over,"$21,134,374","$21,134,374",-
Night Shift,"$21,095,638","$21,095,638",-
Creepshow,"$21,029,383","$21,028,755",-
Quest for Fire,"$20,959,585","$20,959,585",-
The Man from Snowy River,"$20,659,423","$20,659,423",-
Six Pack,"$20,225,989","$20,225,989",-
My Favorite Year,"$20,123,620","$20,123,620",-
The Thing,"$19,858,631","$19,857,465","$1,166"
Deathtrap,"$19,282,134","$19,282,134",-
Dead Men Don't Wear Plaid,"$18,196,170","$18,196,170",-
Peter Pan 1982 Re-release,"$17,200,000","$17,200,000",-
Zapped!,"$16,897,768","$16,897,768",-
They Call Me Bruce,"$16,894,678","$16,894,678",-
Death Wish II,"$16,100,000","$16,100,000",-
Kiss Me Goodbye,"$15,782,759","$15,782,759",-
Star Wars: Episode IV - A New Hope 1982 Re-release,"$15,476,785","$15,476,785",-
Grease 2,"$15,171,476","$15,171,476",-
The Secret of NIMH,"$14,665,733","$14,665,733",-
Halloween III: Season of the Witch,"$14,400,000","$14,400,000",-
Diner,"$14,099,953","$14,099,953",-
The Beastmaster,"$14,056,528","$14,056,528",-
Missing,"$14,000,000","$14,000,000",-
Star Wars: Episode V - The Empire Strikes Back 1982 Re-release,"$13,276,241","$13,276,241",-
Visiting Hours,"$13,258,670","$13,258,670",-
Vice Squad,"$13,253,583","$13,253,583",-
Author! Author!,"$13,111,101","$13,111,101",-
Amityville II: The Possession,"$12,534,817","$12,534,817",-
Monsignor,"$12,408,066","$12,408,066",-
Making Love,"$11,897,978","$11,897,978",-
The Seduction,"$11,378,339","$11,378,339",-
Das Boot,"$10,916,352","$10,915,250",-
Silent Rage,"$10,490,791","$10,490,791",-
Savannah Smiles,"$10,413,170","$10,413,170",-
Class Reunion,"$10,054,150","$10,054,150",-
Hanky Panky,"$9,823,934","$9,823,934",-
Shoot the Moon,"$9,217,530","$9,217,530",-
A Midsummer Night's Sex Comedy,"$9,077,269","$9,077,269",-
Trail of the Pink Panther,"$9,056,073","$9,056,073",-
If You Could See What I Hear,"$8,693,512","$8,693,512",-
Night Crossing,"$8,000,000","$8,000,000",-
The Pirate Movie,"$7,983,086","$7,983,086",-
The Beast Within,"$7,742,572","$7,742,572",-
Tex,"$7,400,000","$7,400,000",-
The Missionary,"$7,241,180","$7,241,180",-
Cat People,"$7,000,000","$7,000,000",-
I Ought to Be in Pictures,"$6,968,359","$6,968,359",-
The Amateur,"$6,892,098","$6,892,098",-
Six Weeks,"$6,668,025","$6,668,025",-
Forced Vengeance,"$6,660,333","$6,660,333",-
The Last Unicorn,"$6,457,117","$6,455,330",-
The Soldier,"$6,328,816","$6,328,816",-
The Border,"$6,118,683","$6,118,683",-
Evil Under the Sun,"$6,110,000","$6,110,000",-
Partners,"$6,062,898","$6,062,898",-
Still of the Night,"$5,979,947","$5,979,947",-
The Last American Virgin,"$5,829,781","$5,829,781",-
Megaforce,"$5,675,599","$5,675,599",-
Personal Best,"$5,672,311","$5,672,311",-
Paradise,"$5,588,800","$5,588,800",-
Cannery Row,"$5,301,539","$5,301,539",-
Venom,"$5,229,643","$5,229,643",-
Inchon,"$5,200,986","$5,200,986",-
Heidi's Song,"$5,124,391","$5,124,391",-
Tempest,"$5,005,245","$5,005,245",-
Summer Lovers,"$4,968,000","$4,968,000",-
Honkytonk Man,"$4,484,991","$4,484,991",-
Jekyll and Hyde... Together Again,"$3,792,188","$3,792,188",-
Wrong Is Right,"$3,583,513","$3,583,513",-
Fighting Back,"$3,355,948","$3,355,948",-
Penitentiary II,"$3,178,542","$3,178,542",-
The Challenge,"$2,977,706","$2,977,706",-
Homework,"$2,914,328","$2,914,328",-
Jinxed!,"$2,869,638","$2,869,638",-
It Came from Hollywood,"$2,573,342","$2,573,342",-
A Stranger Is Watching,"$2,519,559","$2,519,559",-
A Little Sex,"$2,370,376","$2,370,376",-
"Yes, Giorgio","$2,279,543","$2,279,543",-
Barbarosa,"$1,736,123","$1,736,123",-
"I, the Jury","$1,515,578","$1,515,578",-
Endangered Species,"$1,474,249","$1,474,249",-
The Sender,"$1,054,328","$1,054,328",-
Lookin' to Get Out,"$946,461","$946,461",-
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean","$840,958","$840,958",-
The House Where Evil Dwells,"$667,863","$667,863",-
One from the Heart,"$636,796","$636,796",-
The Weavers: Wasn't That a Time,"$524,203","$524,203",-
Monty Python Live at the Hollywood Bowl,"$327,958","$327,958",-
I'm Dancing as Fast as I Can,"$291,390","$291,390",-
Split Image,"$263,635","$263,635",-
Five Days One Summer,"$199,078","$199,078",-
The Escape Artist,"$143,369","$143,369",-
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,"$78,350","$78,350",-
Movie Madness,"$63,405","$63,405",-
White Dog,"$46,509","$46,509",-
Hammett,"$42,914","$42,914",-
"Ladies and Gentlemen, the Fabulous Stains","$25,728","$25,728",-
Love & Money,"$14,009","$14,009",-
Parasite,"$2,270",-,"$2,270"
Superman II,"$216,385,706","$108,185,706","$108,200,000"
Raiders of the Lost Ark,"$212,222,025","$212,222,025",-
On Golden Pond,"$119,285,432","$119,285,432",-
Arthur,"$95,461,682","$95,461,682",-
Stripes,"$85,297,000","$85,297,000",-
The Cannonball Run,"$72,179,579","$72,179,579",-
Chariots of Fire,"$58,972,904","$58,972,904",-
For Your Eyes Only,"$54,812,948","$54,812,802",-
The Four Seasons,"$50,427,646","$50,427,646",-
Time Bandits,"$42,365,581","$42,365,581",-
Clash of the Titans,"$41,092,328","$41,092,328",-
Absence of Malice,"$40,716,963","$40,716,963",-
Reds,"$40,382,788","$40,382,659",$129
The Fox and the Hound,"$39,900,000","$39,900,000",-
Tarzan the Ape Man,"$36,565,280","$36,565,280",-
Taps,"$35,856,053","$35,856,053",-
Sharky's Machine,"$35,610,100","$35,610,100",-
Excalibur,"$34,967,437","$34,967,437",-
Endless Love,"$32,492,674","$31,184,024","$1,308,650"
History of the World: Part I,"$31,672,907","$31,672,907",-
Bustin' Loose,"$31,261,269","$31,261,269",-
The Great Muppet Caper,"$31,206,251","$31,206,251",-
An American Werewolf in London,"$30,683,872","$30,565,292","$115,974"
Neighbors,"$29,916,207","$29,916,207",-
Fort Apache the Bronx,"$29,200,000","$29,200,000",-
Cinderella 1981 Re-release,"$28,040,000","$28,040,000",-
The French Lieutenant's Woman,"$26,890,068","$26,890,068",-
Private Lessons,"$26,279,000","$26,279,000",-
Modern Problems,"$26,154,211","$26,154,211",-
Halloween II,"$25,533,818","$25,533,818",-
Only When I Laugh,"$25,524,778","$25,524,778",-
Escape from New York,"$25,244,626","$25,244,626",-
Body Heat,"$24,058,838","$24,058,838",-
Ghost Story,"$23,371,905","$23,371,905",-
Friday the 13th Part 2,"$21,722,776","$21,722,776",-
The Final Conflict,"$20,471,382","$20,471,382",-
The Incredible Shrinking Woman,"$20,259,961","$20,259,961",-
Mommie Dearest,"$19,032,603","$19,032,261",-
Paternity,"$18,838,812","$18,838,812",-
Under the Rainbow,"$18,826,490","$18,826,490",-
The Howling,"$17,985,893","$17,985,893",-
Eye of the Needle,"$17,583,634","$17,583,634",-
Take This Job and Shove It,"$17,569,027","$17,569,027",-
Outland,"$17,374,595","$17,374,595",-
The Devil and Max Devlin,"$16,000,000","$16,000,000",-
Caveman,"$15,965,924","$15,965,924",-
Continental Divide,"$15,578,237","$15,578,237",-
The Night the Lights Went Out in Georgia,"$14,923,752","$14,923,752",-
Ragtime,"$14,920,781","$14,920,781",-
Nighthawks,"$14,905,359","$14,905,359",-
S.O.B.,"$14,867,086","$14,867,086",-
Rich and Famous,"$14,492,125","$14,492,125",-
Scanners,"$14,225,876","$14,225,876",-
Dragonslayer,"$14,110,013","$14,110,013",-
True Confessions,"$12,850,276","$12,850,276",-
Atlantic City,"$12,729,675","$12,729,675",-
The Legend of the Lone Ranger,"$12,617,845","$12,617,845",-
First Monday in October,"$12,480,249","$12,480,249",-
The Postman Always Rings Twice,"$12,383,416","$12,376,625","$6,791"
Blow Out,"$12,000,000","$12,000,000",-
Back Roads,"$11,809,387","$11,809,387",-
Thief,"$11,492,915","$11,492,915",-
Victory,"$10,853,418","$10,853,418",-
Rollover,"$10,851,261","$10,851,261",-
Wolfen,"$10,626,725","$10,626,725",-
Carbon Copy,"$9,566,593","$9,566,593",-
Pennies from Heaven,"$9,171,289","$9,171,289",-
Deadly Blessing,"$8,279,042","$8,279,042",-
Whose Life Is It Anyway?,"$8,206,145","$8,206,145",-
Prince of the City,"$8,124,257","$8,124,257",-
The Funhouse,"$7,886,857","$7,886,857",-
Buddy Buddy,"$7,258,543","$7,258,543",-
La Cage aux Folles II,"$6,950,125","$6,950,125",-
...All the Marbles,"$6,468,195","$6,468,195",-
Eyewitness,"$6,400,000","$6,400,000",-
Gallipoli,"$5,732,587","$5,732,587",-
My Bloody Valentine,"$5,672,031","$5,672,031",-
Going Ape!,"$5,504,218","$5,504,218",-
The Dogs of War,"$5,484,132","$5,484,132",-
Student Bodies,"$5,165,432","$5,165,432",-
The Watcher in the Woods,"$5,000,000","$5,000,000",-
All Night Long,"$4,454,295","$4,454,295",-
The Pursuit of D.B. Cooper,"$3,702,028","$3,702,028",-
Zoot Suit,"$3,256,082","$3,256,082",-
The Fan,"$3,082,096","$3,082,096",-
The Last Metro,"$3,007,436","$3,007,436",-
Gas,"$2,869,425","$2,869,425",-
Modern Romance,"$2,863,642","$2,863,642",-
The Hand,"$2,447,576","$2,447,576",-
Heartbeeps,"$2,154,696","$2,154,696",-
This Is Elvis,"$2,028,612","$2,028,612",-
Sphinx,"$2,022,771","$2,022,771",-
Honky Tonk Freeway,"$2,004,742","$2,004,742",-
Raggedy Man,"$1,976,198","$1,976,198",-
King of the Mountain,"$1,791,147","$1,791,147",-
Cutter's Way,"$1,729,274","$1,729,274",-
Silence of the North,"$1,622,898","$1,622,898",-
From Mao to Mozart: Isaac Stern in China,"$1,205,934","$1,205,934",-
Night School,"$1,169,875","$1,169,875",-
Eyes of a Stranger,"$1,118,634","$1,118,634",-
Herbie Goes Bananas 1981 Re-release,"$1,000,000","$1,000,000",-
Herbie Goes to Monte Carlo 1981 Re-release,"$1,000,000","$1,000,000",-
Sunday Lovers,"$621,931","$621,931",-
Beyond the Reef,"$549,931","$547,525","$2,406"
Cattle Annie and Little Britches,"$534,816","$534,816",-
Hard Country,"$534,653","$534,653",-
Man of Iron,"$492,035","$492,035",-
Kelly,"$469,777","$469,777",-
Freaky Friday 1981 Re-release,"$300,000","$300,000",-
The Sea Wolves,"$220,181","$220,181",-
Second-Hand Hearts,"$19,450","$19,450",-
Glen or Glenda 1981 Re-release,"$10,158","$10,158",-
Polyester,"$2,643",-,-
That Obscure Object of Desire,$809,-,$809
Dissolute Wife,$785,-,$785
Star Wars: Episode V - The Empire Strikes Back,"$209,398,025","$209,398,025",-
9 to 5,"$103,290,500","$103,290,500",-
Stir Crazy,"$101,300,000","$101,300,000",-
Airplane!,"$83,454,456","$83,453,539",-
Any Which Way You Can,"$70,687,344","$70,687,344",-
Private Benjamin,"$69,847,348","$69,847,348",-
Coal Miner's Daughter,"$67,182,787","$67,182,787",-
Smokey and the Bandit II,"$66,132,626","$66,132,626",-
The Blue Lagoon,"$58,853,106","$58,853,106",-
The Blues Brothers,"$57,233,889","$57,229,890",$691
Ordinary People,"$54,766,923","$54,766,923",-
Popeye,"$49,823,037","$49,823,037",-
Urban Cowboy,"$46,918,287","$46,918,287",-
The Shining,"$44,067,757","$44,017,374","$50,383"
Seems Like Old Times,"$43,995,918","$43,995,918",-
Cheech and Chong's Next Movie,"$41,675,194","$41,675,194",-
Caddyshack,"$39,846,344","$39,846,344",-
Friday the 13th,"$39,757,840","$39,754,601",-
Brubaker,"$37,121,708","$37,121,708",-
Little Darlings,"$34,326,249","$34,326,249",-
Dressed to Kill,"$31,899,000","$31,899,000",-
The Jazz Singer,"$27,118,000","$27,118,000",-
Flash Gordon,"$27,107,960","$27,107,960",-
Lady and the Tramp 1980 Re-release,"$26,114,207","$26,114,207",-
The Elephant Man,"$26,011,470","$26,010,864",-
Bronco Billy,"$24,265,659","$24,265,659",-
Raging Bull,"$23,335,868","$23,334,953",$915
Xanadu,"$22,762,571","$22,762,571",-
American Gigolo,"$22,743,674","$22,743,674",-
My Bodyguard,"$22,482,952","$22,482,952",-
The Fog,"$21,378,361","$21,378,361",-
Fame,"$21,202,829","$21,202,829",-
Tess,"$20,093,330","$20,093,330",-
Altered States,"$19,853,898","$19,853,892",$6
Song of the South,"$19,800,000","$19,800,000",-
Cruising,"$19,785,014","$19,784,223",-
The Octagon,"$18,971,000","$18,971,000",-
The Aristocats,"$18,000,000","$18,000,000",-
Honeysuckle Rose,"$17,815,212","$17,815,212",-
Herbie Goes Bananas,"$17,000,000","$17,000,000",-
Rough Cut,"$16,656,125","$16,656,125",-
The Final Countdown,"$16,647,800","$16,647,800",-
The Hunter,"$16,274,150","$16,274,150",-
Hero at Large,"$15,934,737","$15,934,737",-
The Long Riders,"$15,795,189","$15,795,189",-
The Island,"$15,716,828","$15,716,828",-
Close Encounters of the Third Kind 1980 Special Edition,"$15,693,175","$15,693,175",-
First Family,"$15,198,912","$15,198,912",-
Prom Night,"$14,796,236","$14,796,236",-
The Nude Bomb,"$14,662,035","$14,662,035",-
"Oh, God! Book II","$14,504,277","$14,504,277",-
The Competition,"$14,287,755","$14,287,755",-
Wholly Moses!,"$14,155,617","$14,155,617",-
Mary Poppins 1980 Re-release,"$14,000,000","$14,000,000",-
The Last Married Couple in America,"$12,835,544","$12,835,544",-
Used Cars,"$11,715,321","$11,715,321",-
The Last Flight of Noah's Ark,"$11,000,000","$11,000,000",-
The Mirror Crack'd,"$11,000,000","$11,000,000",-
The Fiendish Plot of Dr. Fu Manchu,"$10,697,276","$10,697,276",-
Stardust Memories,"$10,389,003","$10,389,003",-
The Hollywood Knights,"$10,000,000","$10,000,000",-
Serial,"$9,870,727","$9,870,727",-
Somewhere in Time,"$9,709,597","$9,709,597",-
Saturn 3,"$9,000,000","$9,000,000",-
Tribute,"$9,000,000","$9,000,000",-
The Formula,"$8,894,289","$8,894,289",-
Mad Max,"$8,750,000","$8,750,000",-
Battle Creek Brawl,"$8,527,743","$8,527,743",-
The Awakening,"$8,415,112","$8,415,112",-
Fatso,"$7,653,061","$7,653,061",-
How to Become a Detective,"$7,500,000","$7,500,000",-
How to Beat the High Cost of Living,"$7,500,000","$7,500,000",-
Foxes,"$7,470,348","$7,470,348",-
The Big Red One,"$7,206,220","$7,206,220",-
The Stunt Man,"$7,063,886","$7,063,886",-
Where the Buffalo Roam,"$6,659,377","$6,659,377",-
The Gong Show Movie,"$6,621,520","$6,621,520",-
Motel Hell,"$6,342,668","$6,342,668",-
Little Miss Marker,"$6,321,392","$6,321,392",-
Oh Heavenly Dog,"$6,216,067","$6,216,067",-
Divine Madness,"$5,318,098","$5,318,098",-
In God We Trust (or Gimme That Prime Time Religion),"$5,215,015","$5,215,015",-
He Knows You're Alone,"$4,875,436","$4,875,436",-
Coast to Coast,"$4,495,445","$4,495,445",-
Melvin and Howard,"$4,309,490","$4,309,490",-
Roadie,"$4,226,370","$4,226,370",-
Gloria,"$4,059,673","$4,059,673",-
Jaws 2 1980 Re-release,"$4,028,735","$4,028,735",-
Kagemusha: The Shadow Warrior,"$4,001,070","$4,000,000","$1,070"
Resurrection,"$3,910,019","$3,910,019",-
Hide in Plain Sight,"$3,806,930","$3,806,930",-
Guyana: Cult of the Damned,"$3,798,102","$3,798,102",-
When Time Ran Out...,"$3,763,988","$3,763,988",-
Heaven's Gate,"$3,484,331","$3,484,331",-
North Sea Hijack,"$2,993,772","$2,993,772",-
Midnight Madness,"$2,900,000","$2,900,000",-
Loving Couples,"$2,806,659","$2,806,659",-
The Idolmaker,"$2,625,716","$2,625,716",-
The Black Marble,"$2,500,000","$2,500,000",-
Gilda Live,"$2,261,507","$2,261,507",-
Windows,"$2,128,395","$2,128,395",-
Just Tell Me What You Want,"$2,086,905","$2,086,905",-
"Bon Voyage, Charlie Brown (and Don't Come Back!!)","$2,013,193","$2,013,193",-
Carny,"$1,817,720","$1,817,720",-
When a Stranger Calls 1980 Re-release,"$1,262,052","$1,262,052",-
Why Would I Lie?,"$1,175,855","$1,175,855",-
Nijinsky,"$1,047,454","$1,047,454",-
Heart Beat,"$954,046","$954,046",-
One-Trick Pony,"$843,215","$843,215",-
"Those Lips, Those Eyes","$804,713","$804,713",-
A Small Circle of Friends,"$766,760","$766,760",-
Leo and Loree,"$517,988","$517,988",-
Home Movies,"$89,134","$89,134",-
Phobia,"$59,167","$59,167",-
Stalker 2019 Re-release,"$17,055",-,"$11,757"
Breaking Glass,"$2,471","$2,471",-
Breaker Morant,$948,-,-
Kramer vs. Kramer,"$106,260,000","$106,260,000",-
The Amityville Horror,"$86,432,000","$86,432,000",-
Rocky II,"$85,182,160","$85,182,160",-
Star Trek: The Motion Picture,"$82,258,612","$82,258,456",-
Apocalypse Now,"$78,962,243","$78,784,010","$178,040"
Alien,"$78,955,598","$78,944,891",-
10,"$74,865,517","$74,865,517",-
The Jerk,"$73,691,419","$73,691,419",-
Moonraker,"$70,308,213","$70,308,099",-
The Muppet Movie,"$65,200,470","$65,200,000",-
The Electric Horseman,"$61,801,971","$61,801,971",-
The China Syndrome,"$51,718,367","$51,718,367",-
Meatballs,"$43,046,003","$43,046,003",-
Escape from Alcatraz,"$43,000,000","$43,000,000",-
The Main Event,"$42,800,000","$42,800,000",-
Manhattan,"$39,946,780","$39,946,780",-
All That Jazz,"$37,824,824","$37,823,676",-
The Black Stallion,"$37,799,643","$37,799,643",-
The Black Hole,"$35,841,901","$35,841,901",-
Starting Over,"$35,649,012","$35,649,012",-
And Justice for All,"$33,300,000","$33,300,000",-
1941,"$31,755,742","$31,755,742",-
The Champ,"$30,441,738","$30,441,738",-
Being There,"$30,177,663","$30,177,511",$93
The Rose,"$29,174,648","$29,174,648",-
Going in Style,"$26,869,286","$26,869,286",-
North Dallas Forty,"$26,079,312","$26,079,312",-
The Warriors,"$22,494,655","$22,490,039","$4,616"
Norma Rae,"$22,228,000","$22,228,000",-
Buck Rogers in the 25th Century,"$21,671,241","$21,671,241",-
National Lampoon's Animal House 1979 Re-release,"$21,508,877","$21,508,877",-
